CO_IES;CO_CATEGAD;CO_ORGACAD;CURSO;CO_MODALIDADE;CO_UF_CURSO;REGIAO;NU_IDADE;TP_SEXO;ANO_FIM_EM;ANO_IN_GRAD;CO_TURNO_GRADUACAO;NT_GER;NT_FG;NT_OBJ_FG;NT_DIS_FG;NT_FG_D1;NT_FG_D1_PT;NT_FG_D1_CT;NT_FG_D2;NT_FG_D2_PT;NT_FG_D2_CT;NT_CE;NT_OBJ_CE;NT_DIS_CE;NT_CE_D1;NT_CE_D2;NT_CE_D3;CO_RS_I1;CO_RS_I2;CO_RS_I3;CO_RS_I4;CO_RS_I5;CO_RS_I6;CO_RS_I7;CO_RS_I8;CO_RS_I9;QE_I01;QE_I02;QE_I03;QE_I04;QE_I05;QE_I06;QE_I07;QE_I08;QE_I09;QE_I10;QE_I11;QE_I12;QE_I13;QE_I14;QE_I15;QE_I16;QE_I17;QE_I18;QE_I19;QE_I20;QE_I21;QE_I22;QE_I23;QE_I24;QE_I25;QE_I26;QE_I27;QE_I28;QE_I29;QE_I30;QE_I31;QE_I32;QE_I33;QE_I34;QE_I35;QE_I36;QE_I37;QE_I38;QE_I39;QE_I40;QE_I41;QE_I42;QE_I43;QE_I44;QE_I45;QE_I46;QE_I47;QE_I48;QE_I49;QE_I50;QE_I51;QE_I52;QE_I53;QE_I54;QE_I55;QE_I56;QE_I57;QE_I58;QE_I59;QE_I60;QE_I61;QE_I62;QE_I63;QE_I64;QE_I65;QE_I66;QE_I67;QE_I68
2;1;10028;Fisica;1;DF;CO;21;M;2013.0;2014.0;4.0;37.1;54.6;50.0;61.5;79.0;75.0;80.0;44.0;40.0;45.0;31.3;35.0;10.0;30.0;0.0;0.0;C;C;C;D;B;B;E;D;B;A;A;A;E;D;B;C;B;C;B;A;A;B;A;A;53.0;B;A;A;K;A;B;C;A;H;A;6.0;4.0;5.0;6.0;4.0;5.0;6.0;6.0;4.0;5.0;4.0;5.0;2.0;3.0;5.0;6.0;6.0;5.0;3.0;3.0;4.0;3.0;3.0;6.0;5.0;3.0;1.0;4.0;4.0;6.0;6.0;5.0;4.0;4.0;3.0;4.0;3.0;4.0;4.0;5.0;3.0;3.0
2;1;10028;Fisica;1;DF;CO;21;M;2013.0;2014.0;4.0;30.2;55.8;75.0;27.0;54.0;70.0;50.0;0.0;0.0;0.0;21.7;25.0;3.3;10.0;0.0;0.0;C;C;A;B;B;C;D;D;C;A;D;A;D;F;B;D;F;C;C;A;A;A;A;A;53.0;B;A;B;C;A;C;D;A;E;A;5.0;5.0;6.0;4.0;6.0;6.0;6.0;8.0;6.0;5.0;6.0;5.0;5.0;1.0;5.0;5.0;6.0;6.0;4.0;7.0;4.0;3.0;5.0;6.0;8.0;1.0;1.0;6.0;2.0;4.0;5.0;4.0;4.0;4.0;2.0;5.0;5.0;6.0;6.0;8.0;4.0;6.0
2;1;10028;Fisica;1;DF;CO;23;M;2011.0;2014.0;4.0;51.9;71.5;62.5;85.0;95.0;75.0;100.0;75.0;75.0;75.0;45.3;45.0;46.7;60.0;70.0;10.0;C;E;A;B;B;D;A;C;E;A;A;A;D;D;D;A;E;E;C;A;A;D;A;A;53.0;B;A;A;K;B;B;B;E;H;A;2.0;2.0;2.0;6.0;2.0;4.0;3.0;3.0;2.0;2.0;4.0;3.0;3.0;2.0;6.0;5.0;6.0;6.0;5.0;7.0;2.0;2.0;2.0;6.0;8.0;7.0;7.0;2.0;5.0;6.0;4.0;5.0;4.0;6.0;1.0;2.0;2.0;5.0;7.0;6.0;2.0;3.0
4;1;10028;Fisica;1;AM;NO;23;M;2010.0;2011.0;2.0;29.2;56.8;75.0;29.5;59.0;75.0;55.0;0.0;0.0;0.0;20.0;20.0;20.0;0.0;0.0;60.0;C;C;C;B;A;B;D;D;B;A;A;A;D;D;B;B;A;B;A;A;A;F;A;A;13.0;A;A;B;C;B;B;C;E;G;A;6.0;4.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;4.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;6.0;6.0;5.0;6.0;3.0;3.0;5.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
4;1;10028;Fisica;1;AM;NO;34;F;2002.0;2013.0;4.0;30.4;52.0;50.0;55.0;53.0;65.0;50.0;57.0;85.0;50.0;23.2;25.0;13.3;0.0;0.0;40.0;C;C;C;B;B;C;E;D;B;A;F;A;F;D;B;H;C;C;A;A;F;F;A;A;13.0;D;A;B;H;A;B;C;E;A;A;6.0;6.0;4.0;4.0;4.0;2.0;4.0;6.0;4.0;4.0;2.0;4.0;4.0;2.0;6.0;6.0;2.0;2.0;2.0;2.0;4.0;5.0;5.0;5.0;5.0;2.0;1.0;2.0;2.0;6.0;6.0;6.0;6.0;3.0;6.0;2.0;4.0;4.0;2.0;4.0;1.0;6.0
4;1;10028;Fisica;1;AM;NO;31;M;2004.0;2014.0;4.0;50.4;73.1;87.5;51.5;37.0;65.0;30.0;66.0;30.0;75.0;42.8;45.0;30.0;0.0;30.0;60.0;E;E;E;E;E;E;E;E;E;B;C;A;D;D;C;A;D;F;E;A;A;A;A;A;23.0;B;A;B;C;A;E;D;D;E;A;6.0;6.0;3.0;6.0;4.0;6.0;4.0;4.0;4.0;4.0;6.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;1.0;5.0;6.0;3.0;5.0;6.0;4.0;1.0;1.0;6.0;6.0;6.0;6.0;6.0;3.0;5.0;6.0;4.0;3.0;7.0;7.0;4.0;4.0;4.0
4;1;10028;Fisica;1;AM;NO;22;M;2012.0;2013.0;4.0;61.2;71.3;62.5;84.5;93.0;65.0;100.0;76.0;80.0;75.0;57.8;60.0;45.0;0.0;75.0;60.0;C;C;C;C;B;B;E;D;C;A;D;A;E;D;A;B;A;C;C;A;A;A;A;A;13.0;D;A;D;G;A;C;B;E;A;F;6.0;6.0;5.0;4.0;5.0;2.0;6.0;5.0;2.0;5.0;2.0;4.0;5.0;1.0;1.0;5.0;4.0;3.0;2.0;1.0;5.0;3.0;5.0;6.0;6.0;1.0;1.0;2.0;4.0;4.0;4.0;2.0;4.0;3.0;5.0;2.0;4.0;5.0;5.0;5.0;2.0;5.0
4;1;10028;Fisica;1;AM;NO;37;M;1997.0;2013.0;2.0;56.8;32.1;37.5;24.0;0.0;0.0;0.0;48.0;40.0;50.0;65.0;70.0;36.7;40.0;30.0;40.0;B;D;C;B;A;B;E;E;C;A;D;A;D;E;B;F;B;B;B;A;A;A;A;A;13.0;A;B;A;B;A;E;E;E;H;F;5.0;5.0;6.0;6.0;2.0;4.0;6.0;5.0;6.0;6.0;3.0;4.0;5.0;1.0;4.0;6.0;2.0;2.0;3.0;7.0;4.0;4.0;6.0;7.0;7.0;1.0;1.0;1.0;4.0;4.0;5.0;4.0;2.0;1.0;3.0;4.0;4.0;4.0;2.0;2.0;1.0;4.0
4;1;10028;Fisica;1;AM;NO;23;M;2011.0;2017.0;2.0;38.8;70.4;75.0;63.5;77.0;85.0;75.0;50.0;50.0;50.0;28.2;30.0;18.3;0.0;15.0;40.0;C;C;B;D;C;C;D;C;C;A;D;A;E;D;B;E;D;B;A;A;A;B;A;A;13.0;A;A;B;C;A;B;B;E;A;F;5.0;5.0;5.0;4.0;5.0;3.0;4.0;4.0;4.0;5.0;4.0;4.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;3.0;4.0;4.0;4.0;4.0;8.0;3.0;3.0;4.0;5.0;3.0;4.0;4.0;4.0;3.0;4.0;3.0;3.0;4.0;3.0;3.0;4.0;4.0
4;1;10028;Fisica;1;AM;NO;23;F;2012.0;2013.0;4.0;21.8;15.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;25.0;18.3;0.0;15.0;40.0;C;C;C;C;C;C;C;C;C;A;D;A;D;D;B;D;A;B;A;A;A;B;A;A;13.0;A;A;C;E;A;B;D;E;H;F;6.0;5.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;4.0;4.0;6.0;4.0;6.0;3.0;7.0;6.0;5.0;5.0;5.0;5.0;1.0;1.0;6.0;5.0;6.0;6.0;7.0;7.0;2.0;6.0;5.0;5.0;5.0;5.0;6.0;4.0;6.0
4;1;10028;Fisica;1;AM;NO;28;M;2006.0;2016.0;4.0;32.3;41.4;50.0;28.5;32.0;60.0;25.0;25.0;25.0;25.0;29.3;30.0;25.0;0.0;15.0;60.0;D;D;D;B;C;C;B;D;C;A;D;A;D;D;B;F;A;F;A;A;A;B;A;A;13.0;D;A;B;A;B;E;C;E;E;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
4;1;10028;Fisica;1;AM;NO;27;M;2007.0;2013.0;4.0;45.5;45.5;37.5;57.5;73.0;45.0;80.0;42.0;30.0;45.0;45.5;45.0;48.3;50.0;55.0;40.0;C;C;A;E;D;A;D;D;B;B;A;A;D;E;C;B;D;F;E;A;A;E;A;A;35.0;B;A;A;A;A;C;B;E;H;A;4.0;4.0;3.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;4.0;4.0;6.0;5.0;5.0;3.0;4.0;4.0;5.0;3.0;2.0;8.0;8.0;3.0;3.0;6.0;5.0;5.0;3.0;5.0;4.0;4.0;3.0;5.0;8.0;8.0;6.0;5.0
4;1;10028;Fisica;1;AM;NO;38;M;2001.0;2013.0;4.0;44.2;51.6;50.0;54.0;58.0;70.0;55.0;50.0;50.0;50.0;41.7;45.0;23.3;30.0;0.0;40.0;D;E;C;A;A;B;A;D;C;A;D;A;D;D;B;F;C;E;E;A;A;A;A;A;13.0;A;B;B;H;B;B;C;A;A;F;5.0;5.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;4.0;6.0;6.0;6.0;6.0;6.0;5.0;3.0;5.0;4.0;5.0;4.0;3.0;6.0;5.0;5.0;5.0;6.0;4.0;5.0;3.0;4.0;5.0;4.0;5.0;5.0;5.0;4.0
4;1;10028;Fisica;1;AM;NO;61;M;2009.0;2010.0;4.0;44.5;57.8;50.0;69.5;83.0;55.0;90.0;56.0;80.0;50.0;40.0;45.0;11.7;0.0;15.0;20.0;D;C;D;C;A;D;B;D;E;C;A;A;D;D;C;D;C;B;B;A;A;A;A;A;41.0;A;D;A;B;A;B;D;E;H;A;3.0;3.0;3.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;4.0;5.0;5.0;1.0;3.0;3.0;7.0;7.0;7.0;7.0;2.0;3.0;6.0;6.0;6.0;7.0;7.0;5.0;3.0;3.0;5.0;2.0;5.0;2.0;5.0;6.0;2.0;5.0;7.0;3.0;5.0;5.0
4;1;10028;Fisica;1;AM;NO;22;F;2012.0;2013.0;4.0;19.6;34.4;25.0;48.5;46.0;50.0;45.0;51.0;55.0;50.0;14.7;15.0;13.3;0.0;0.0;40.0;C;C;C;A;A;B;A;D;D;A;D;A;D;D;B;H;B;B;A;A;A;B;A;A;13.0;A;A;G;D;B;E;E;D;H;I;4.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;2.0;3.0;3.0;3.0;2.0;2.0;3.0;4.0;5.0
4;1;10028;Fisica;1;AM;NO;25;M;2009.0;2010.0;4.0;30.1;56.4;50.0;66.0;61.0;65.0;60.0;71.0;75.0;70.0;21.3;25.0;0.0;0.0;0.0;0.0;C;C;C;B;B;C;B;D;C;A;B;A;B;E;B;G;A;B;A;A;A;B;A;A;13.0;A;A;B;C;A;B;D;E;H;G;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
4;1;10028;Fisica;1;AM;NO;22;M;2012.0;2013.0;4.0;42.5;44.7;37.5;55.5;78.0;70.0;80.0;33.0;65.0;25.0;41.7;45.0;23.3;0.0;30.0;40.0;D;C;C;B;B;D;B;D;D;A;B;A;F;F;B;C;E;B;A;A;A;E;A;A;13.0;A;A;B;C;A;B;C;E;E;A;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;3.0;6.0;6.0;6.0;6.0;6.0;1.0;1.0;1.0;6.0;6.0;5.0;6.0;4.0;6.0;6.0;3.0;2.0;1.0;4.0;6.0;1.0;6.0
4;1;10028;Fisica;1;AM;NO;24;F;2010.0;2011.0;2.0;29.7;49.2;50.0;48.0;43.0;35.0;45.0;53.0;65.0;50.0;23.2;25.0;13.3;0.0;0.0;40.0;.;.;.;.;.;.;.;.;.;A;D;A;D;C;B;C;A;E;D;A;A;F;A;A;13.0;A;A;B;B;B;A;E;E;H;A;6.0;4.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;4.0;5.0;6.0;6.0;6.0;6.0;4.0;4.0;5.0;5.0;5.0;6.0;6.0;1.0;1.0;1.0;5.0;6.0;6.0;6.0;3.0;2.0;6.0;1.0;3.0;3.0;3.0;6.0;6.0;4.0
4;1;10028;Fisica;1;AM;NO;23;F;2012.0;2013.0;2.0;44.9;59.0;50.0;72.5;74.0;70.0;75.0;71.0;75.0;70.0;40.2;45.0;13.3;0.0;0.0;40.0;C;C;C;B;B;B;B;D;C;A;D;A;B;C;B;E;A;B;A;A;A;B;A;A;13.0;A;A;B;C;B;D;D;E;H;A;6.0;6.0;4.0;3.0;3.0;1.0;6.0;2.0;6.0;6.0;2.0;5.0;6.0;3.0;6.0;6.0;4.0;5.0;5.0;5.0;4.0;6.0;3.0;6.0;5.0;3.0;2.0;3.0;5.0;6.0;6.0;5.0;4.0;5.0;6.0;3.0;3.0;2.0;1.0;5.0;4.0;4.0
4;1;10028;Fisica;1;AM;NO;46;M;1988.0;2013.0;4.0;32.9;42.0;25.0;67.5;64.0;60.0;65.0;71.0;55.0;75.0;29.8;35.0;0.0;0.0;0.0;0.0;C;C;B;C;B;C;B;D;D;E;D;C;B;A;C;E;A;E;B;A;A;B;A;D;99.0;C;A;B;K;A;D;E;D;E;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
5;1;10028;Fisica;1;PI;NE;22;M;2012.0;2013.0;1.0;31.6;39.1;37.5;41.5;53.0;65.0;50.0;30.0;50.0;25.0;29.1;33.3;5.0;0.0;15.0;0.0;B;C;C;B;A;B;B;D;C;A;D;A;E;D;B;F;B;B;A;A;A;D;A;A;22.0;B;A;A;C;A;A;E;E;H;A;6.0;8.0;6.0;6.0;5.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;5.0;6.0;1.0;6.0;1.0;6.0;6.0;8.0;6.0;6.0;6.0;8.0;6.0;1.0;1.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0;1.0;8.0;4.0;3.0
5;1;10028;Fisica;1;PI;NE;21;M;2013.0;2014.0;1.0;39.9;70.6;75.0;64.0;35.0;75.0;25.0;93.0;65.0;100.0;29.6;28.6;35.0;70.0;0.0;35.0;C;D;C;B;B;B;B;B;D;A;D;A;D;D;B;D;B;B;A;A;A;B;A;A;22.0;B;A;B;C;B;B;C;A;E;A;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;7.0;6.0;5.0;6.0;7.0;6.0;7.0;7.0;6.0;6.0;5.0;6.0;6.0;5.0;6.0;6.0;5.0;5.0;5.0;7.0;6.0;6.0;5.0
5;1;10028;Fisica;1;PI;NE;26;M;2008.0;2014.0;1.0;43.6;32.8;50.0;7.0;0.0;65.0;0.0;14.0;70.0;0.0;47.2;47.6;45.0;70.0;0.0;65.0;C;C;B;E;A;B;B;D;D;A;A;A;E;E;B;B;E;B;A;A;A;B;A;A;22.0;B;A;B;C;A;A;E;A;E;C;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;6.0;6.0;7.0;5.0;4.0;6.0;8.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.0;5.0
5;1;10028;Fisica;1;PI;NE;23;M;2011.0;2012.0;1.0;48.2;78.2;100.0;45.5;26.0;30.0;25.0;65.0;25.0;75.0;38.2;42.9;11.7;0.0;0.0;35.0;D;D;B;D;D;D;A;B;B;A;F;A;C;C;B;C;C;B;A;A;A;B;A;A;22.0;B;A;B;A;A;E;B;E;H;I;7.0;7.0;2.0;3.0;3.0;1.0;6.0;6.0;7.0;5.0;4.0;7.0;1.0;4.0;6.0;5.0;4.0;5.0;5.0;7.0;1.0;1.0;5.0;8.0;5.0;7.0;7.0;1.0;5.0;5.0;3.0;7.0;6.0;6.0;6.0;6.0;4.0;2.0;1.0;1.0;7.0;1.0
5;1;10028;Fisica;1;PI;NE;27;M;2009.0;2012.0;1.0;35.2;66.2;75.0;53.0;60.0;60.0;60.0;46.0;50.0;45.0;24.8;28.6;3.3;10.0;0.0;0.0;C;C;D;D;D;C;D;C;C;A;D;A;B;A;B;F;A;C;A;A;A;A;A;D;21.0;A;A;B;B;B;D;E;E;A;A;5.0;3.0;4.0;4.0;4.0;5.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;6.0;3.0;4.0;3.0;3.0;3.0;5.0;6.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;5.0
5;1;10028;Fisica;1;PI;NE;22;F;2013.0;2014.0;1.0;45.5;55.5;62.5;45.0;59.0;75.0;55.0;31.0;75.0;20.0;42.2;47.6;11.7;20.0;15.0;0.0;C;D;C;B;A;C;D;D;C;A;D;A;E;F;D;B;C;B;A;A;A;B;A;A;22.0;A;B;A;C;A;C;D;E;H;A;3.0;2.0;5.0;5.0;2.0;5.0;5.0;5.0;2.0;5.0;4.0;5.0;4.0;4.0;1.0;6.0;3.0;3.0;2.0;8.0;5.0;5.0;5.0;8.0;3.0;2.0;2.0;6.0;5.0;4.0;3.0;6.0;5.0;4.0;5.0;5.0;5.0;4.0;4.0;5.0;3.0;5.0
5;1;10028;Fisica;1;PI;NE;28;M;2006.0;2015.0;1.0;36.5;55.0;50.0;62.5;72.0;80.0;70.0;53.0;65.0;50.0;30.3;33.3;13.3;40.0;0.0;0.0;B;D;C;A;B;C;B;C;D;A;D;A;B;D;B;C;B;F;E;A;A;A;A;A;22.0;D;A;C;B;A;E;C;E;E;A;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;6.0;1.0;1.0;6.0;3.0;4.0;4.0;1.0;1.0;3.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
7;1;10028;Fisica;1;SP;SE;30;M;2004.0;2012.0;3.0;46.5;60.0;75.0;37.5;29.0;25.0;30.0;46.0;50.0;45.0;42.0;45.0;25.0;0.0;35.0;40.0;C;C;C;C;C;C;B;E;A;A;A;A;E;E;B;C;C;D;D;A;A;E;A;A;35.0;B;A;A;K;A;C;C;E;E;F;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;3.0;1.0;4.0;3.0;2.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;7.0;1.0;1.0;1.0
7;1;10028;Fisica;1;SP;SE;24;M;2010.0;2011.0;3.0;61.3;61.2;50.0;78.0;80.0;80.0;80.0;76.0;100.0;70.0;61.3;65.0;40.0;50.0;40.0;30.0;B;C;C;A;A;B;B;D;B;A;A;A;E;F;D;A;E;C;A;A;A;E;A;A;35.0;B;A;B;H;A;E;C;A;E;F;5.0;5.0;4.0;4.0;4.0;6.0;6.0;4.0;5.0;3.0;3.0;3.0;5.0;2.0;6.0;6.0;6.0;6.0;4.0;4.0;4.0;3.0;4.0;3.0;6.0;4.0;4.0;4.0;2.0;3.0;5.0;3.0;4.0;4.0;4.0;4.0;4.0;6.0;5.0;3.0;6.0;5.0
7;1;10028;Fisica;1;SP;SE;22;F;2012.0;2014.0;3.0;56.2;58.4;50.0;71.0;67.0;75.0;65.0;75.0;75.0;75.0;55.5;60.0;30.0;0.0;50.0;40.0;A;A;C;A;A;B;C;D;C;B;D;A;D;D;C;B;B;E;A;A;A;C;A;A;35.0;B;B;B;A;A;E;E;E;D;G;5.0;6.0;6.0;6.0;6.0;6.0;5.0;4.0;5.0;5.0;5.0;6.0;6.0;4.0;5.0;6.0;6.0;6.0;5.0;5.0;5.0;4.0;4.0;6.0;5.0;6.0;6.0;4.0;6.0;6.0;5.0;6.0;6.0;5.0;5.0;4.0;4.0;6.0;6.0;6.0;6.0;5.0
8;1;10028;Fisica;1;MG;SE;22;M;2012.0;2013.0;4.0;40.1;37.5;62.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;40.0;46.7;80.0;30.0;30.0;C;C;A;B;B;C;B;D;E;A;A;A;D;C;D;D;A;B;A;A;D;B;A;A;31.0;E;A;B;C;B;A;E;A;H;A;6.0;6.0;6.0;1.0;4.0;3.0;6.0;5.0;6.0;6.0;1.0;1.0;6.0;3.0;7.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;6.0;7.0;7.0;7.0;7.0;6.0;5.0;6.0;6.0;3.0;7.0;6.0;5.0;6.0;6.0;6.0;7.0;7.0;5.0;6.0
8;1;10028;Fisica;1;MG;SE;25;M;2009.0;2016.0;4.0;57.6;81.8;100.0;54.5;67.0;75.0;65.0;42.0;30.0;45.0;49.5;55.0;18.3;20.0;15.0;20.0;C;D;A;B;B;C;B;D;E;A;D;A;D;E;E;E;B;D;A;A;D;B;A;A;31.0;A;A;B;C;A;B;E;E;A;A;5.0;5.0;6.0;4.0;6.0;6.0;6.0;5.0;6.0;6.0;4.0;4.0;6.0;5.0;6.0;6.0;6.0;6.0;4.0;5.0;5.0;5.0;5.0;4.0;6.0;5.0;4.0;5.0;5.0;5.0;6.0;4.0;6.0;5.0;5.0;5.0;5.0;6.0;6.0;6.0;5.0;6.0
8;1;10028;Fisica;1;MG;SE;23;M;2011.0;2016.0;4.0;49.9;61.6;75.0;41.5;34.0;50.0;30.0;49.0;65.0;45.0;46.0;45.0;51.7;50.0;65.0;40.0;C;C;B;D;B;B;D;D;C;A;A;A;D;D;E;A;B;A;C;A;D;F;A;A;31.0;A;A;C;C;B;B;E;A;G;A;6.0;6.0;1.0;6.0;4.0;3.0;6.0;1.0;2.0;6.0;1.0;6.0;6.0;2.0;2.0;6.0;6.0;6.0;5.0;4.0;4.0;3.0;6.0;6.0;7.0;2.0;6.0;6.0;6.0;2.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;6.0;7.0;1.0;5.0;6.0
8;1;10028;Fisica;1;MG;SE;31;M;2006.0;2013.0;4.0;40.1;42.4;50.0;31.0;62.0;70.0;60.0;0.0;0.0;0.0;39.3;40.0;35.0;50.0;45.0;10.0;.;.;.;.;.;.;.;.;.;A;F;A;B;B;D;A;A;A;B;A;D;F;A;E;31.0;A;A;G;C;B;B;E;D;H;I;4.0;4.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;4.0;4.0;5.0;6.0;5.0;5.0;4.0;5.0;4.0;4.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;5.0;4.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;4.0;5.0;4.0
8;1;10028;Fisica;1;MG;SE;26;M;2008.0;2015.0;3.0;50.9;67.1;62.5;74.0;72.0;80.0;70.0;76.0;80.0;75.0;45.5;50.0;20.0;10.0;50.0;0.0;C;D;B;B;C;C;B;D;D;A;D;A;C;D;A;A;C;B;A;A;A;B;A;A;29.0;B;A;B;C;A;A;D;A;E;F;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;4.0;5.0;6.0;5.0;6.0;5.0;6.0;5.0;5.0;6.0;6.0;6.0;5.0;4.0;4.0;4.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;5.0;6.0
8;1;10028;Fisica;1;MG;SE;24;M;2010.0;2011.0;3.0;63.4;68.4;75.0;58.5;64.0;80.0;60.0;53.0;65.0;50.0;61.7;65.0;43.3;50.0;70.0;10.0;C;B;C;B;B;C;D;D;C;A;A;A;C;C;D;C;C;C;A;A;C;B;B;A;31.0;B;A;D;E;A;B;E;C;E;F;4.0;6.0;6.0;5.0;6.0;4.0;5.0;5.0;2.0;3.0;5.0;3.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;4.0;4.0;5.0;7.0;5.0;6.0;6.0;4.0;4.0;5.0;5.0;4.0;4.0;5.0;5.0;5.0;3.0;5.0;5.0;6.0;6.0
8;1;10028;Fisica;1;MG;SE;29;M;2008.0;2013.0;4.0;13.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.5;10.0;60.0;60.0;100.0;20.0;.;.;.;.;.;.;.;.;.;A;A;A;E;E;D;A;C;B;B;A;C;C;A;A;33.0;A;B;B;C;A;A;C;E;E;F;6.0;6.0;3.0;4.0;6.0;6.0;6.0;6.0;4.0;4.0;5.0;6.0;6.0;4.0;6.0;5.0;6.0;6.0;4.0;4.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;5.0;5.0;6.0;3.0;6.0;6.0;6.0;5.0;1.0;6.0;6.0;6.0
8;1;10028;Fisica;1;MG;SE;25;M;2009.0;2014.0;3.0;64.6;66.5;87.5;35.0;0.0;0.0;0.0;70.0;50.0;75.0;64.0;70.0;30.0;50.0;0.0;40.0;C;C;C;A;A;B;D;E;D;A;D;A;D;E;D;A;C;B;A;A;A;F;A;E;31.0;A;A;A;C;A;C;C;C;E;F;7.0;6.0;6.0;6.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
